id,Respondent.Race,White,Black,Jewish,Hispanic,Asian
523,White,NA,NA,NA,NA,NA
2213,White,50,40,15,20,10
39,White,NA,NA,NA,NA,NA
1657,White,NA,NA,NA,NA,NA
2103,White,NA,NA,NA,NA,NA
155,Black,60,35,35,25,15
2224,White,50,25,10,25,15
1959,White,NA,NA,NA,NA,NA
2263,White,NA,NA,NA,NA,NA
1752,White,72,15,5,20,5
671,White,NA,NA,NA,NA,NA
989,White,75,50,30,40,20
1743,White,NA,NA,NA,NA,NA
131,White,NA,NA,NA,NA,NA
1675,White,NA,NA,NA,NA,NA
2323,White,50,35,5,15,10
474,White,40,20,15,20,10
971,White,100,2,1,6,2
311,White,NA,NA,NA,NA,NA
1315,White,NA,NA,NA,NA,NA
1037,White,NA,NA,NA,NA,NA
996,White,70,50,40,25,20
765,White,NA,NA,NA,NA,NA
1234,White,50,40,5,5,5
1099,White,NA,NA,NA,NA,NA
1788,White,60,30,25,50,40
1733,White,80,12,7,9,15
1465,White,NA,NA,NA,NA,NA
1186,White,60,20,5,2,2
2077,White,NA,NA,NA,NA,NA
2345,White,NA,NA,NA,NA,NA
565,White,NA,NA,NA,NA,NA
1563,White,NA,NA,NA,NA,NA
243,White,NA,NA,NA,NA,NA
1358,White,60,30,5,5,5
1755,White,NA,NA,NA,NA,NA
2683,White,65,20,5,8,1
975,White,NA,NA,NA,NA,NA
1433,White,NA,NA,NA,NA,NA
889,White,NA,NA,NA,NA,NA
1212,Black,90,80,70,100,100
373,White,NA,NA,NA,NA,NA
2487,White,NA,NA,NA,NA,NA
2536,Black,50,40,10,25,15
547,White,NA,NA,NA,NA,NA
1507,White,NA,NA,NA,NA,NA
1595,White,NA,NA,NA,NA,NA
2741,White,NA,NA,NA,NA,NA
2517,White,NA,NA,NA,NA,NA
2685,White,NA,NA,NA,NA,NA
1067,White,NA,NA,NA,NA,NA
1285,White,NA,NA,NA,NA,NA
447,White,NA,NA,NA,NA,NA
2475,White,NA,NA,NA,NA,NA
1001,White,70,10,5,5,5
2815,White,NA,NA,NA,NA,NA
783,White,NA,NA,NA,NA,NA
2719,White,60,30,NA,20,10
656,Other,NA,NA,NA,NA,NA
2121,White,NA,NA,NA,NA,NA
1427,White,NA,NA,NA,NA,NA
1749,White,NA,NA,NA,NA,NA
2629,White,60,10,0,20,5
597,White,NA,NA,NA,NA,NA
2023,White,NA,NA,NA,NA,NA
9,White,NA,NA,NA,NA,NA
1699,White,NA,NA,NA,NA,NA
839,White,NA,NA,NA,NA,NA
1905,White,NA,NA,NA,NA,NA
1026,White,50,50,25,50,50
2765,White,NA,NA,NA,NA,NA
411,White,NA,NA,NA,NA,NA
833,White,NA,NA,NA,NA,NA
133,White,NA,NA,NA,NA,NA
473,White,NA,NA,NA,NA,NA
2425,White,NA,NA,NA,NA,NA
2275,White,NA,NA,NA,NA,NA
2628,White,60,40,0,75,30
479,White,NA,NA,NA,NA,NA
803,White,50,20,20,10,20
229,White,60,35,40,50,35
501,Black,NA,NA,NA,NA,NA
2813,White,50,30,20,60,40
2279,Black,NA,NA,NA,NA,NA
1111,White,50,20,20,20,10
2372,White,50,40,30,20,30
2545,Black,NA,NA,NA,NA,NA
488,Black,40,80,10,3,4
1729,White,60,20,10,30,20
1511,Black,NA,NA,NA,NA,NA
494,White,80,15,25,5,5
1277,Black,60,20,10,20,5
271,Black,NA,NA,NA,NA,NA
865,Black,NA,NA,NA,NA,NA
800,White,50,30,10,15,5
1700,White,75,25,30,35,25
526,White,NA,NA,NA,NA,NA
2242,White,70,45,30,60,25
1009,White,70,40,40,30,20
2001,White,70,15,5,5,5
2644,White,50,18,10,12,8
1588,White,60,30,10,15,15
2024,White,75,20,20,20,15
142,Black,50,20,30,35,30
139,Black,65,25,10,25,10
1133,Black,NA,NA,NA,NA,NA
813,White,60,30,NA,NA,NA
2067,Other,70,15,10,10,5
419,White,80,20,30,30,20
941,Black,NA,NA,NA,NA,NA
6,White,NA,NA,NA,NA,NA
1709,Black,NA,NA,NA,NA,NA
914,White,65,50,NA,45,40
254,White,60,12,10,20,20
555,Black,NA,NA,NA,NA,NA
1121,White,75,40,20,25,20
2713,White,75,30,75,NA,NA
857,White,40,20,10,10,20
2506,White,75,25,25,25,20
2333,Black,35,20,10,15,15
1969,Other,60,40,20,50,20
1420,White,40,60,30,20,20
2086,Black,70,20,15,10,10
1213,Black,NA,NA,NA,NA,NA
180,White,NA,NA,NA,NA,NA
1748,White,50,30,20,20,10
718,White,72,12,8,4,2
2699,White,40,50,30,50,30
203,Black,NA,NA,NA,NA,NA
2634,White,80,40,40,40,30
1734,White,35,35,5,35,20
147,Black,NA,NA,NA,NA,NA
1536,White,65,35,5,8,5
649,Black,NA,NA,NA,NA,NA
1423,Black,NA,NA,NA,NA,NA
2293,White,40,20,5,30,5
1845,Black,NA,NA,NA,NA,NA
2329,Black,NA,NA,NA,NA,NA
1524,White,75,50,25,45,35
1578,White,NA,NA,NA,NA,NA
2414,White,NA,NA,NA,NA,NA
228,White,NA,NA,NA,NA,NA
1339,White,50,15,15,20,5
2791,Black,100,2,2,2,2
2011,White,65,25,15,10,10
2358,White,NA,NA,NA,NA,NA
2768,White,NA,NA,NA,NA,NA
1312,White,NA,NA,NA,NA,NA
686,White,60,30,5,25,15
1049,Other,NA,NA,NA,NA,NA
624,White,NA,NA,NA,NA,NA
1286,White,NA,NA,NA,NA,NA
2440,White,50,25,10,5,5
240,White,NA,NA,NA,NA,NA
920,White,NA,NA,NA,NA,NA
1758,White,NA,NA,NA,NA,NA
184,White,NA,NA,NA,NA,NA
2668,White,NA,NA,NA,NA,NA
1324,White,NA,NA,NA,NA,NA
1390,Black,NA,NA,NA,NA,NA
2588,White,NA,NA,NA,NA,NA
506,White,NA,NA,NA,NA,NA
908,Black,NA,NA,NA,NA,NA
1974,White,NA,NA,NA,NA,NA
698,White,NA,NA,NA,NA,NA
1962,White,NA,NA,NA,NA,NA
2260,White,NA,NA,NA,NA,NA
680,White,NA,NA,NA,NA,NA
60,White,NA,NA,NA,NA,NA
1678,White,NA,NA,NA,NA,NA
710,White,NA,NA,NA,NA,NA
1230,White,NA,NA,NA,NA,NA
2384,White,65,25,15,5,5
2680,White,40,35,5,10,5
2724,White,NA,NA,NA,NA,NA
1947,Other,NA,NA,NA,NA,NA
529,Other,60,15,5,10,5
1250,White,NA,NA,NA,NA,NA
598,White,NA,NA,NA,NA,NA
2564,White,NA,NA,NA,NA,NA
1655,White,60,30,20,10,5
940,White,30,35,5,20,5
2446,White,NA,NA,NA,NA,NA
583,Other,NA,NA,NA,NA,NA
2786,White,NA,NA,NA,NA,NA
2016,White,90,NA,90,NA,NA
628,Other,60,30,10,20,5
1292,White,NA,NA,NA,NA,NA
618,White,NA,NA,NA,NA,NA
952,White,NA,NA,NA,NA,NA
2068,White,20,35,7,15,10
181,Other,NA,NA,NA,NA,NA
1807,White,60,49,30,30,60
1132,White,NA,NA,NA,NA,NA
2804,White,NA,NA,NA,NA,NA
1454,White,NA,NA,NA,NA,NA
1453,White,50,30,5,15,5
722,White,NA,NA,NA,NA,NA
1368,White,NA,NA,NA,NA,NA
1690,White,NA,NA,NA,NA,NA
2617,White,60,20,20,30,15
2470,White,NA,NA,NA,NA,NA
630,White,NA,NA,NA,NA,NA
2662,White,NA,NA,NA,NA,NA
338,White,NA,NA,NA,NA,NA
293,Black,41,32,17,12,10
2340,White,65,15,5,5,5
1894,White,NA,NA,NA,NA,NA
1262,White,75,75,35,35,35
220,White,NA,NA,NA,NA,NA
2528,White,22,35,18,15,37
1869,Black,65,30,10,20,15
1410,White,NA,NA,NA,NA,NA
965,White,66,33,10,25,7
2390,White,NA,NA,NA,NA,NA
1650,White,50,30,10,15,10
1630,Black,60,20,5,15,10
1750,White,60,20,5,20,10
2396,White,NA,NA,NA,NA,NA
471,Other,NA,NA,NA,NA,NA
2115,Other,NA,NA,NA,NA,NA
2514,White,NA,NA,NA,NA,NA
42,White,60,20,5,25,5
2223,White,70,15,3,10,3
326,White,NA,NA,NA,NA,NA
1670,White,NA,NA,NA,NA,NA
406,Black,50,45,2,2,3
934,White,55,25,5,5,5
1362,White,NA,NA,NA,NA,NA
1051,White,60,20,15,20,10
2606,White,50,35,10,15,5
1306,White,NA,NA,NA,NA,NA
2310,White,NA,NA,NA,NA,NA
1120,White,NA,NA,NA,NA,NA
2346,White,NA,NA,NA,NA,NA
2556,White,NA,NA,NA,NA,NA
2284,White,NA,NA,NA,NA,NA
878,White,NA,NA,NA,NA,NA
323,Other,NA,NA,NA,NA,NA
1522,White,NA,NA,NA,NA,NA
2278,White,NA,NA,NA,NA,NA
1317,Other,100,50,50,50,50
2726,White,60,30,NA,25,15
2573,White,63,30,8,15,10
436,White,70,40,NA,40,20
1746,White,52,14,10,49,3
2776,White,75,55,55,40,55
2522,Black,NA,NA,NA,NA,NA
2348,White,45,60,40,45,38
188,Black,70,10,30,10,15
2135,White,60,30,20,7,5
1817,White,60,30,30,20,30
1308,White,57,33,3,12,3
582,Black,NA,NA,NA,NA,NA
2183,White,70,10,4,20,6
567,White,NA,NA,NA,NA,NA
74,Black,NA,NA,NA,NA,NA
2493,White,49,40,20,25,20
286,Black,NA,NA,NA,NA,NA
558,Black,NA,NA,NA,NA,NA
1035,White,50,20,10,15,15
298,Black,NA,NA,NA,NA,NA
177,White,80,60,80,70,40
461,White,50,20,5,10,5
1940,Black,NA,NA,NA,NA,NA
88,Black,NA,NA,NA,NA,NA
1614,Black,20,20,10,20,5
457,White,40,12,10,30,6
36,Other,NA,NA,NA,NA,NA
1840,Black,NA,NA,NA,NA,NA
417,White,40,30,10,30,20
673,White,80,10,NA,20,10
872,White,58,32,NA,NA,2
2245,White,65,25,5,15,8
292,Black,NA,NA,NA,NA,NA
1642,Black,NA,NA,NA,NA,NA
1192,White,45,45,5,10,3
1973,White,NA,NA,NA,NA,NA
964,White,60,30,20,30,20
1353,White,74,12,6,8,2
1911,White,70,40,50,40,50
2097,White,NA,NA,NA,NA,NA
1570,Black,70,15,5,10,3
2516,White,50,40,20,30,40
2171,White,60,10,10,20,10
549,White,80,10,40,10,50
513,Other,10,10,6,10,5
1370,Black,80,60,30,20,30
837,White,NA,NA,NA,NA,NA
365,White,NA,NA,NA,NA,NA
2355,White,50,49,5,20,15
793,White,NA,NA,NA,NA,NA
592,White,62,20,10,40,5
1691,White,50,30,10,35,10
2734,White,70,15,5,10,5
2553,White,NA,NA,NA,NA,NA
235,White,NA,NA,NA,NA,NA
2689,White,NA,NA,NA,NA,NA
1555,White,NA,NA,NA,NA,NA
2497,White,NA,NA,NA,NA,NA
2411,White,NA,NA,NA,NA,NA
437,Other,55,20,2,10,10
481,White,70,7,3,10,5
772,White,50,30,15,15,15
967,White,NA,NA,NA,NA,NA
86,White,60,40,15,5,5
2589,White,NA,NA,NA,NA,NA
1437,White,NA,NA,NA,NA,NA
217,White,NA,NA,NA,NA,NA
1835,White,NA,NA,NA,NA,NA
1041,White,NA,NA,NA,NA,NA
1054,Other,80,70,1,70,50
1827,White,NA,NA,NA,NA,NA
1085,White,NA,NA,NA,NA,NA
1531,White,NA,NA,NA,NA,NA
1765,White,NA,NA,NA,NA,NA
49,White,NA,NA,NA,NA,NA
2243,White,NA,NA,NA,NA,NA
19,White,NA,NA,NA,NA,NA
2119,White,NA,NA,NA,NA,NA
2577,White,NA,NA,NA,NA,NA
2237,White,NA,NA,NA,NA,NA
1171,White,NA,NA,NA,NA,NA
450,White,50,50,0,50,15
1927,White,NA,NA,NA,NA,NA
988,Other,NA,NA,NA,NA,NA
2417,White,NA,NA,NA,NA,NA
873,White,NA,NA,NA,NA,NA
2485,White,NA,NA,NA,NA,NA
976,White,53,15,10,15,4
935,White,NA,NA,NA,NA,NA
867,White,NA,NA,NA,NA,NA
2050,Black,60,15,5,10,2
2783,White,NA,NA,NA,NA,NA
2598,White,50,20,15,15,5
173,White,NA,NA,NA,NA,NA
1629,White,NA,NA,NA,NA,NA
1717,White,NA,NA,NA,NA,NA
1283,White,NA,NA,NA,NA,NA
2051,White,NA,NA,NA,NA,NA
1649,White,60,15,10,13,5
1239,White,NA,NA,NA,NA,NA
519,White,50,50,50,75,NA
1562,White,70,20,5,5,5
831,White,NA,NA,NA,NA,NA
1623,White,NA,NA,NA,NA,NA
927,White,47,30,20,25,25
489,White,NA,NA,NA,NA,NA
983,Black,NA,NA,NA,NA,NA
1992,Black,80,100,70,50,60
861,White,NA,NA,NA,NA,NA
1165,White,NA,NA,NA,NA,NA
2033,White,NA,NA,NA,NA,NA
1257,White,NA,NA,NA,NA,NA
45,White,38,24,8,22,15
321,White,48,65,32,50,20
2244,White,70,25,NA,NA,NA
1316,Other,NA,NA,NA,NA,NA
2441,White,NA,NA,NA,NA,NA
124,White,75,15,75,2,2
702,White,75,50,50,50,40
2739,White,NA,NA,NA,NA,NA
1597,Black,75,55,35,65,40
1534,Black,80,40,20,30,10
2113,White,NA,NA,NA,NA,NA
148,Black,40,30,20,20,10
2311,White,75,60,40,40,40
1183,White,NA,NA,NA,NA,NA
843,White,NA,NA,NA,NA,NA
2054,Other,60,20,NA,7,10
1517,White,NA,NA,NA,NA,NA
2098,Black,60,15,5,10,10
1331,White,50,13,5,25,6
1512,Black,70,30,30,20,10
1188,Black,40,25,3,8,8
486,Other,NA,NA,NA,NA,NA
1797,White,NA,NA,NA,NA,NA
2066,Other,NA,NA,NA,NA,NA
2101,White,NA,NA,NA,NA,NA
242,White,75,15,5,30,20
2007,White,NA,NA,NA,NA,NA
917,White,89,60,10,59,5
495,White,NA,NA,NA,NA,NA
2405,White,NA,NA,NA,NA,NA
885,White,NA,NA,NA,NA,NA
2157,White,NA,NA,NA,NA,NA
1313,White,NA,NA,NA,NA,NA
1851,White,80,12,5,8,2
1097,Black,40,60,40,30,40
2450,White,75,30,10,40,30
1091,White,NA,NA,NA,NA,NA
2784,White,60,15,10,8,8
1071,White,NA,NA,NA,NA,NA
2128,Other,NA,NA,NA,NA,NA
551,Black,60,40,NA,50,50
1159,White,NA,NA,NA,NA,NA
2199,White,NA,NA,NA,NA,NA
2193,White,NA,NA,NA,NA,NA
391,White,NA,NA,NA,NA,NA
850,White,70,15,20,10,10
1987,Black,NA,NA,NA,NA,NA
1985,Black,NA,NA,NA,NA,NA
2477,White,65,25,2,8,8
2164,White,70,50,30,50,30
1590,White,75,35,35,10,15
1475,White,60,40,NA,20,30
1415,White,65,30,3,5,5
1118,White,70,30,10,10,10
1837,Black,NA,NA,NA,NA,NA
207,White,65,10,5,10,10
1997,Black,NA,NA,NA,NA,NA
399,White,70,50,20,40,40
1516,White,60,40,10,NA,NA
2373,White,65,50,45,40,40
2796,White,50,20,10,15,15
2322,White,65,8,NA,10,5
2297,White,60,25,5,5,5
2436,White,80,20,5,40,25
279,Black,6,70,5,5,5
1688,White,60,50,NA,30,20
1831,Black,NA,NA,NA,NA,NA
269,White,40,50,30,50,30
1404,White,75,15,6,3,3
2750,White,NA,NA,NA,NA,NA
1843,Black,NA,NA,NA,NA,NA
1481,White,80,80,NA,80,50
122,White,70,30,NA,NA,NA
2142,White,60,20,10,30,10
2463,White,70,20,10,10,10
77,Black,NA,NA,NA,NA,NA
379,Black,60,10,20,4,5
1310,White,50,30,20,NA,NA
2451,White,50,20,30,20,20
2401,Black,NA,NA,NA,NA,NA
635,White,80,10,10,10,10
1530,White,60,20,NA,NA,NA
1632,White,50,25,NA,10,10
879,White,50,30,10,20,NA
2605,White,70,15,5,20,10
2613,White,65,10,20,2,3
128,White,NA,NA,NA,NA,NA
2133,Other,80,10,5,25,2
,,,,,,
Source,"Data collection: General Social Survey
Case Selection: (Combined.year >= 2000 AND Combined.year <= 2000)",,,,,
